task_id,img,query,item,it_name,annotator
223502265,https://cs-d.ecimg.tw/items/DEBA5ZA900EX8LR/000001_1650332012.jpg,搬家袋,DEBA5Z-A900EX8LR,快速到貨巨無霸加固防水耐重搬家袋(4入組),"2,5,8"
223502266,https://cs-d.ecimg.tw/items/DAAC0AA900I53CQ/000001_1733448256.jpg,搬家袋,DAAC0A-A900I53CQ,AHOYE 加大加厚點點風防塵手提收納袋 (搬家袋 環保袋 棉被袋 打包袋 防塵袋),"2,5,8"
223502267,https://cs-d.ecimg.tw/items/DIBMUZA900IDARQ/000001_1739888929.jpg,搬家袋,DIBMUZ-A900IDARQ,YESON 永生 台灣精品超大容量可折疊輕量搬家袋補貨袋旅行袋,"2,5,8"
223502268,https://cs-d.ecimg.tw/items/DGCS2Z1900I8SVK/000001_1753757939.jpg,flip,DGCS2Z-1900I8SVK,DJI 大疆 FLIP 暢飛套裝(DJI RC2)+Care-2年版,"2,5,8"
223502269,https://cs-d.ecimg.tw/items/DGCS2ZA900I7U0I/000001_1735528299.jpg,flip,DGCS2Z-A900I7U0I,DJI 大疆 FLIP (DJI RC2)帶屏控空拍機/無人機 ｜249g免註冊,"2,5,8"
223502270,https://cs-d.ecimg.tw/items/DJBQ36D900IT1HY/000001_1746922528.jpg,flip,DJBQ36-D900IT1HY,Mind Hustle: How to Flip Your Thoughts and Own Your Life(Kobo/電子書),"2,5,8"
223502271,https://cs-d.ecimg.tw/items/DXANB9A900G9CFF/000001_1682345546.jpg,flip,DXANB9-A900G9CFF,Chaco 美國女 CLASSIC FLIP夾腳拖鞋CH-CFW01HJ15 (韶安紅陶),"2,5,8"
223502272,https://cs-d.ecimg.tw/items/DJBQ3DD900ILI8Z/000001_1744988572.jpg,flip,DJBQ3D-D900ILI8Z,Christmas in Flip-Flops And Other Bilingual Brazilian Portuguese-English Christmas Stories for Kids(Kobo/電子書),"2,5,8"
223502273,https://cs-d.ecimg.tw/items/DHABH3A900GZFVO/000001_1702028360.jpg,flip,DHABH3-A900GZFVO,ASUS Vivobook S14 Flip TP3402VA-0062B13500H 午夜藍i5-13500H  8G+8G  PCIe 512G  Win11  14/,"2,5,8"
223502274,https://cs-d.ecimg.tw/items/DJBQ3HD900CHCFK/000001_1641592422.jpg,flip,DJBQ3H-D900CHCFK,The Insanely Easy Guide to the Samsung Galaxy Z Flip3(Kobo/電子書),"2,5,8"
223502275,https://cs-d.ecimg.tw/items/DJBQ35D900DG8XV/000001_1642162743.jpg,flip,DJBQ35-D900DG8XV,The Strip & Flip Selection Of 2016: Five Jim Crows & Electronic Election Theft(Kobo/電子書),"2,5,8"
223502276,https://cs-d.ecimg.tw/items/DJBQ36D900DDER6/000001_1642127403.jpg,flip,DJBQ36-D900DDER6,"No Shorts, Flip Flops, or Sunglasses(Kobo/電子書)","2,5,8"
223502277,https://cs-d.ecimg.tw/items/DJBN8CD900B510W/000001_1612458638.jpg,flip,DJBN8C-D900B510W,Readmoo 讀墨 岡本倫短篇集Flip Flap(全)讀墨電子書,"2,5,8"
223502278,https://cs-d.ecimg.tw/items/DICB7FA900ADG87/000001_1698114863.jpg,金元寶,DICB7F-A900ADG87,Jove gold 漾金飾 0.5台錢加大版黃金元寶x1-福,"2,5,8"
223502279,https://cs-d.ecimg.tw/items/DIDU2DA900G60JA/000001_1679623699.jpg,金元寶,DIDU2D-A900G60JA,Chow Sang Sang Group 點睛品 金元寶 黃金擺件_計價黃金,"2,5,8"
223502280,https://cs-d.ecimg.tw/items/DJAK1SA900GNDYZ/000001_1694402521.jpg,金元寶,DJAK1S-A900GNDYZ,謝沅瑾好運龍龍生肖運勢大解析：謝老師親算二○二四年農民曆、流年流月，一書在案，祥龍瑞氣，全年順利！（首刷限量贈品：財運龍龍金元寶＋樂天皇朝8色開運小籠包兌換卷）,"2,5,8"
223502281,https://cs-d.ecimg.tw/items/DEAD7EA900FLEQM/000001_1664185614.jpg,金元寶,DEAD7E-A900FLEQM,金元寶護腰靠墊頭枕組1入(靠墊+頭枕),"2,5,8"
223502282,https://cs-d.ecimg.tw/items/DEDG4FA900I6DA9/000001_1734421700.jpg,金元寶,DEDG4F-A900I6DA9,WA Wall Art 無痕設計防水壁貼 靜電貼 新年 過年 春節 蛇年 金元寶 招財 福袋 煙火 鞭炮 6176,"2,5,8"
223502283,https://cs-d.ecimg.tw/items/DEBO8LA900F77F7/000001_1655700959.jpg,金元寶,DEBO8L-A900F77F7,金發財金紙 【金發財金 紙】超能抗疫八路日夜進財金元寶包 10入組(抗疫發財專用),"2,5,8"
223502284,https://cs-d.ecimg.tw/items/DEAT13A40394020/000001_1726734693.jpg,金元寶,DEAT13-A40394020,開運陶源 【實心正銅金元寶10入】,"2,5,8"
223502285,https://cs-d.ecimg.tw/items/DQBW2SA900HKLMN/000001_1724330169.jpg,金元寶,DQBW2S-A900HKLMN,好運旺旺來 家和萬事興-六吋金元寶相框擺件(開運招財創意交換禮物),"2,5,8"
223502286,https://cs-d.ecimg.tw/items/DQBW9IA900IUJ2O/000001_1747894189.jpg,金元寶,DQBW9I-A900IUJ2O,上芳香業 拜拜金紙 地基主金 金元寶 環保香 拜地基主,"2,5,8"
223502287,https://cs-d.ecimg.tw/items/DICBFBA900FR4NR/000001_1673402274.jpg,金元寶,DICBFB-A900FR4NR,203兔年元寶金幣 彩色Q版兔年金幣元寶 MIT 兔年金元寶 開運元寶 招財錢母 招財元寶 現貨 含底座,"2,5,8"
223502288,https://cs-d.ecimg.tw/items/DSBE24A900HJK3X/000001_1717661392.jpg,acer nitro,DSBE24-A900HJK3X,ACER Nitro V ANV15 黑 i9-13900H/16G/RTX4050-6G/512G /Win11,"2,5,8"
223502289,https://cs-d.ecimg.tw/items/DCBAE3A900B34VV/000001_1610092803.jpg,acer nitro,DCBAE3-A900B34VV,EZstick ACER Nitro AN517-52 防藍光螢幕貼 抗藍光 (17吋寬),"2,5,8"
223502290,https://cs-d.ecimg.tw/items/DCAGXJA900J18LO/000001_1752564972.jpg,acer nitro,DCAGXJ-A900J18LO,YADI 亞第 獨特磁吸 Acer Nitro Lite NL16-71G-511J 專用 16吋 16:10  水之鏡防窺片,"2,5,8"
223502291,https://cs-d.ecimg.tw/items/DCAH58A900HPLGF/000001_1722837745.jpg,acer nitro,DCAH58-A900HPLGF,YADI 亞第 acer Nitro V 16｜ANV16-41-R2W5 抗菌鍵盤保護膜,"2,5,8"
223502292,https://cs-d.ecimg.tw/items/DCAGXJA900GIUO9/000001_1690280404.jpg,acer nitro,DCAGXJ-A900GIUO9,YADI 亞第 acer Nitro5 AN515-58-582W 水之鏡 HAG低霧抗反光筆電螢幕保護貼,"2,5,8"
223502293,https://cs-d.ecimg.tw/items/DCAHNVA900FBRS2/000001_1658743180.jpg,acer nitro,DCAHNV-A900FBRS2,PHOENIX ACER Nitro5 AN515 系列 AN515-58 / AN515-57 / AN515-56 專用 鍵盤膜 非矽膠材質 附贈 觸控板保護貼,"2,5,8"
223502294,https://cs-d.ecimg.tw/items/DCBAL5A900HP58X/000001_1722395178.jpg,acer nitro,DCBAL5-A900HP58X,YADI 亞第 防眩抗反光  Acer Nitro V 16｜ANV16-41-R8WU 系列 專用 00 靜電吸附式水之鏡保護貼,"2,5,8"
223502295,https://cs-d.ecimg.tw/items/DCAGU5A900F4VNI/000001_1654163551.jpg,acer nitro,DCAGU5-A900F4VNI,YADI 亞第 acer Nitro 5 AN517-52-76SP 專用 超透光抗菌鍵盤保護膜,"2,5,8"
223502296,https://cs-d.ecimg.tw/items/DCAGXJA900IG1W7/000001_1741838425.jpg,acer nitro,DCAGXJ-A900IG1W7,YADI 亞第 高清抗刮 Acer Nitro V   ANV16 71 5065 專用 16 吋 16:10  水之鏡保護貼,"2,5,8"
223502297,https://cs-d.ecimg.tw/items/DCAH58A900F4VPD/000001_1654164020.jpg,acer nitro,DCAH58-A900F4VPD,YADI 亞第 acer Nitro 5 AN515-55-549Q 系列專用 超透光抗菌鍵盤保護膜,"2,5,8"
223502298,https://cs-d.ecimg.tw/items/DEAGZDA900FOXBY/000001_1666857250.jpg,冷藏冰箱,DEAGZD-A900FOXBY,集集客 智慧恒溫酒櫃 紅酒酒櫃 實木商用酒櫃 紅酒櫃 酒櫃 冷藏冰箱93L,"2,5,8"
223502299,https://cs-d.ecimg.tw/items/DPAC92A900BW5YI/000001_1684136791.jpg,冷藏冰箱,DPAC92-A900BW5YI,SONGEN 松井 變頻式雙溫控冰箱紅酒櫃/冷藏冰箱/半導體酒櫃/電子恆溫酒櫃(SG-35DFW(B2)),"2,5,8"
223502300,https://cs-d.ecimg.tw/items/DPACCIA900GE48N/000001_1752631001.jpg,冷藏冰箱,DPACCI-A900GE48N,Samsung 三星 323公升設計品味系列冷凍/冷藏冰箱RZ32A7645AP/TW(黃),"2,5,8"
223502301,https://cs-d.ecimg.tw/items/DSBE03A900IX9NV/000001_1749624436.jpg,冷藏冰箱,DSBE03-A900IX9NV,大同 95公升 一級能效 單門冷藏冰箱 /台 TR-A195WHV,"2,5,8"
223502302,https://cs-d.ecimg.tw/items/DEBQKRA900IW8CF/000001_1749105892.jpg,冷藏冰箱,DEBQKR-A900IW8CF,車家兩用冰箱 110V製冷冰箱 移動冰箱 冷暖兩用冰箱 保冷保鮮 冷藏冰箱 露營冰箱 小型冰櫃,"2,5,8"
223502303,https://cs-d.ecimg.tw/items/DPAC6FA900GCAZL/000001_1684399331.jpg,冷藏冰箱,DPAC6F-A900GCAZL,集集客 冷藏冰箱 透明玻璃門風冷側開式單門黑色冰吧138L  智能溫控系統,"2,5,8"
223502304,https://cs-d.ecimg.tw/items/DPACHAA900I85GT/000001_1745302957.jpg,冷藏冰箱,DPACHA-A900I85GT,SONGEN 松井 電子無聲冰箱/客房冰箱/冷藏冰箱(SG-42AS-W),"2,5,8"
223502305,https://cs-d.ecimg.tw/items/DPACC0A900IIEHP/000001_1743321142.jpg,冷藏冰箱,DPACC0-A900IIEHP,集集客 6瓶裝鏡面紅酒櫃 冷藏冰箱 半導體酒櫃 電子恆溫酒櫃,"2,5,8"
223502306,https://cs-d.ecimg.tw/items/DPACHAA900HQ0KP/000001_1723185836.jpg,冷藏冰箱,DPACHA-A900HQ0KP,SONGEN 松井 變頻式紅酒櫃冰箱/冷藏冰箱/客房冰箱/酒櫃(ZW-32SW),"2,5,8"
223502307,https://cs-d.ecimg.tw/items/QBAQ4CA900AGQUY/000001_1652062289.jpg,冷藏冰箱,QBAQ4C-A900AGQUY,ZANWA 晶華 變頻式雙溫控酒櫃/冷藏冰箱/半導體酒櫃/電子恆溫酒櫃(SG-35DLW),"2,5,8"
223502308,https://cs-d.ecimg.tw/items/DDADP5A900I0N3N/000001_1754358163.jpg,sk-ii,DDADP5-A900I0N3N,SK-II 青春露230ml,"2,5,8"
223502309,https://cs-d.ecimg.tw/items/DDADP31900IIQG0/000001_1748998566.jpg,sk-ii,DDADP3-1900IIQG0,SK-II 青春露 230ml x2入,"2,5,8"
223502310,https://cs-d.ecimg.tw/items/DDADP5A900IEPBK/000001_1743568030.jpg,sk-ii,DDADP5-A900IEPBK,SK-II 經典暢銷旅行四件組,"2,5,8"
223502311,https://cs-d.ecimg.tw/items/DDAD2OA900GD4SN/000001_1685078980.jpg,sk-ii,DDAD2O-A900GD4SN,SK-II 超肌因淨斑精華50ml (正統公司貨),"2,5,8"
223502312,https://cs-d.ecimg.tw/items/DDCV0LA900HPUOJ/000001_1723022250.jpg,sk-ii,DDCV0L-A900HPUOJ,SK-II 【南紡購物中心】 限量9折PITERA  緊緻嫩肌套裝 ,"2,5,8"
223502313,https://cs-d.ecimg.tw/items/DDADP5A900I7L5J/000001_1735202117.jpg,sk-ii,DDADP5-A900I7L5J,SK-II 基礎隨行護膚套組(30ml*2),"2,8"
223502314,https://cs-d.ecimg.tw/items/DMAH2LA900HEKVQ/000001_1746794185.jpg,sk-ii,DMAH2L-A900HEKVQ,西歐科技 藍鑽石童顏美容儀 CME-BE2000母親節加碼贈送SK-II專櫃保養品,"2,5,8"
223502315,https://cs-d.ecimg.tw/items/DDADP5A900II274/000001_1743151289.jpg,sk-ii,DDADP5-A900II274,SK-II 光蘊恆璨煥亮精華10ml (全新小燈泡精華/正統公司貨),"2,5,8"
223502316,https://cs-d.ecimg.tw/items/DDAD2OA90077OTP/000001_1698818124.jpg,sk-ii,DDAD2O-A90077OTP,SK-II 采化妝水160ml (百貨專櫃貨),"2,5,8"
223502317,https://cs-d.ecimg.tw/items/DDCV0LA900HPY1A/000001_1723103105.jpg,sk-ii,DDCV0L-A900HPY1A,SK-II 【南紡購物中心】  深層淨透潔顏油 250ml,"2,5,8"
223502318,https://cs-d.ecimg.tw/items/DXAM55A900GN909/000001_1694158395.jpg,水族箱,DXAM55-A900GN909,My Color 積木魚缸 (基本款) 壓克力缸 自由堆疊組 水族箱 桌缸 小魚缸辦公【P435】,"2,5,8"
223502319,https://cs-d.ecimg.tw/items/DXAM55A900IRFRG/000001_1746585809.jpg,水族箱,DXAM55-A900IRFRG,米家 智能魚缸 懶人魚缸 水族箱,"2,5,8"
223502320,https://cs-d.ecimg.tw/items/DJBQ16D900IF0TE/000001_1741174905.jpg,水族箱,DJBQ16-D900IF0TE,眾神水族箱：凱城暗影-前篇(Kobo/電子書),"2,5,8"
223502321,https://cs-d.ecimg.tw/items/DQBB7SA900GEBDX/000001_1686193395.jpg,水族箱,DQBB7S-A900GEBDX,水質檢測筆 水質測試筆 TDS水質筆 家用水質測試筆 水族箱水質 自來水檢測 飲用水 淨水器 水質檢測工具 附皮套,"2,5,8"
223502322,https://cs-d.ecimg.tw/items/DQBB0TA900IYRD6/000001_1750670760.jpg,水族箱,DQBB0T-A900IYRD6,DRETEC 新室內室外溫度計-冰箱&水族箱適用-象牙白 (O-285IV),"2,5,8"
223502323,https://cs-d.ecimg.tw/items/DEDJ0CA900J193N/000001_1752569764.jpg,水族箱,DEDJ0C-A900J193N,LEGO 樂高 Gabby's Dollhouse 11204 美人魚蓋比的水族箱冒險(幼兒積木 玩具 娃娃屋 海洋生物玩具),"2,5,8"
223502324,https://cs-d.ecimg.tw/items/DXAM0CA900BT9J3/000001_1632566183.jpg,水族箱,DXAM0C-A900BT9J3,中大型水族箱黑色撈漁網鋁合金伸縮加長漁網【魚撈/網兜/魚缸網/手抄網/魚網】,"2,5,8"
223502325,https://cs-d.ecimg.tw/items/DXAM3PA900H2A4A/000001_1704356592.jpg,水族箱,DXAM3P-A900H2A4A,月陽 水族箱用18公分LED多色光水陸兩用高亮水草燈水族燈植物栽培燈(WA18TU),"2,5,8"
223502326,https://cs-d.ecimg.tw/items/DXAM5EA900IUNC0/000001_1747970451.jpg,水族箱,DXAM5E-A900IUNC0,GoHome T816 多功能溫度控制器(雞舍/溫室/水族箱),"2,5,8"
223502327,https://cs-d.ecimg.tw/items/DJBR21D900INZ9Z/000001_1745557235.jpg,水族箱,DJBR21-D900INZ9Z,HyRead 中小型水族箱造景趣：新手也能打造的療癒夢幻水世界(電子書),"2,5,8"
223502328,https://cs-d.ecimg.tw/items/DWAF60A900IAW6D/000001_1737703162.jpg,內搭褲,DWAF60-A900IAW6D,ODLO ACTIVE X-WARM 兒童.女 機能型銀離子加強保暖衛生褲.內搭褲/ZeroScent抗菌除臭技術/159339-15000 黑,"2,5,8"
223502329,https://cs-d.ecimg.tw/items/DWAF60A900IDFR8/000001_1739984980.jpg,內搭褲,DWAF60-A900IDFR8,ozkiz 鬆緊腰水鑽蝴蝶結裝飾彈力內搭褲,"2,5,8"
223502330,https://cs-d.ecimg.tw/items/DEBNJAA900IJULG/000001_1744592326.jpg,內搭褲,DEBNJA-A900IJULG,adidas 愛迪達 Adidas Tf Base Short T IW5840 男 緊身/內搭褲 壓縮訓練短褲 吸濕 排汗 深藍 亞版,"2,5,8"
223502331,https://cs-d.ecimg.tw/items/DXBI1WA900HNEVJ/000001_1720598818.jpg,內搭褲,DXBI1W-A900HNEVJ,SHIMANO 禧瑪諾 PROTEZIONE 男款車褲 不含內搭褲 黑色,"2,5,8"
223502332,https://cs-d.ecimg.tw/items/DEBNXXA900G0ADD/000001_1676252502.jpg,內搭褲,DEBNXX-A900G0ADD,AREX SPORT 【arexsport】假兩件褲 登山褲 大碼假兩件運動褲 釣魚褲 內搭褲 口袋輕量登山休閒 共三色-3L AS-7175,"2,5,8"
223502333,https://cs-d.ecimg.tw/items/DIAIZMA900I2W1C/000001_1731663304.jpg,內搭褲,DIAIZM-A900I2W1C,ACLIMA FleeceWool V2 Longs W’s / 女刷毛長褲 / 內搭褲,"2,5,8"
223502334,https://cs-d.ecimg.tw/items/DXAX5PA900HRIVG/000001_1724794758.jpg,內搭褲,DXAX5P-A900HRIVG,Reebok Reebok Id Train Bl Tight [100206435] 女 緊身 內搭褲 黑,"2,5,8"
223502335,https://cs-d.ecimg.tw/items/DICGEFA900AXU5C/000001_1664850528.jpg,內搭褲,DICGEF-A900AXU5C,魔莉絲 買二送一【彈性襪】中重織360DEN西德棉九分內搭褲襪一組三雙(中階久坐久站約為壓力等級第一至二級),"2,5,8"
223502336,https://cs-d.ecimg.tw/items/DEBLXNA900BZ3BE/000001_1636681529.jpg,內搭褲,DEBLXN-A900BZ3BE,Mega 美高 【 COOUV】防曬涼感 運動內搭褲 男款 排汗 涼感 親膚 UV-M801B,"2,5,8"
223502337,https://cs-d.ecimg.tw/items/DEBGYDA900AXW0H/000001_1603313351.jpg,內搭褲,DEBGYD-A900AXW0H,Happy Prince 韓國製 Belia嬰兒童內搭褲襪+短襪套組,"2,5,8"
223502338,https://cs-d.ecimg.tw/items/DEBW4PA900BCFNW/000001_1655717663.jpg,awana,DEBW4P-A900BCFNW,AWANA 城市吸管咖啡杯(700ml)MA-700,"2,5,8"
223502339,https://cs-d.ecimg.tw/items/QFAE9UA900ASM01/000001_1596175966.jpg,awana,QFAE9U-A900ASM01,AWANA 輕量型316不鏽鋼彈跳保溫杯(300ml)MD-300,"2,5,8"
223502340,https://cs-d.ecimg.tw/items/DQAUG8A900IX0D9/000001_1749462174.jpg,awana,DQAUG8-A900IX0D9,AWANA 便利摺疊購物袋40x54x10cm,"2,5,8"
223502341,https://cs-d.ecimg.tw/items/QFAEDLA9009PBGH/000001_1546409717.jpg,awana,QFAEDL-A9009PBGH,AWANA 通過SGS無毒檢驗合格安心使用,"2,5,8"
223502342,https://cs-d.ecimg.tw/items/DABE06A900B5MQN/000001_1613985914.jpg,awana,DABE06-A900B5MQN,AWANA 硅藻土衣掛乾燥片(5入)顏色隨機出貨,"2,8"
223502343,https://cs-d.ecimg.tw/items/DEBM0MA900HCCUB/000001_1711531479.jpg,awana,DEBM0M-A900HCCUB,AWANA 日式簡約泡麵碗(WH-180)18cm,"2,5,8"
223502344,https://cs-d.ecimg.tw/items/DEBW4PA900GK358/000001_1691396492.jpg,awana,DEBW4P-A900GK358,AWANA 手提彈蓋隨手瓶(1000ml)AH-1000,"2,5,8"
223502345,https://cs-d.ecimg.tw/items/DEBM5OA900FO8TD/000001_1666255493.jpg,awana,DEBM5O-A900FO8TD,AWANA 粉彩玻璃纖維耐熱筷子22cm(5雙x2組),"2,5,8"
223502346,https://cs-d.ecimg.tw/items/DEBMF1A900B2ZX1/000001_1609925089.jpg,awana,DEBMF1-A900B2ZX1,AWANA 304不鏽鋼四格便當盒,"2,5,8"
223502347,https://cs-d.ecimg.tw/items/DEBWE4A900GAM7D/000001_1683181595.jpg,awana,DEBWE4-A900GAM7D,AWANA 伊麗絲悶燒罐550ml AL-550,"2,5,8"
223502348,https://cs-d.ecimg.tw/items/DBALCDA900ALCDM/000001_1590209919.jpg,高山茶,DBALCD-A900ALCDM,龍源茶品 玉山龍吟嫩花香高山茶葉2包組(150g/包-共300g/附提袋),"2,5,8"
223502349,https://cs-d.ecimg.tw/items/DBALCDA900BV9AU/000001_1718246170.jpg,高山茶,DBALCD-A900BV9AU,龍源茶品 阿里山茶香奶韻金萱烏龍高山茶葉2包組/無焙火(150g/包)-共300g,"2,5,8"
223502350,https://cs-d.ecimg.tw/items/DDADNNA900AYDKE/000001_1603878121.jpg,高山茶,DDADNN-A900AYDKE,APIVITA 艾蜜塔 高山茶保濕噴霧100ml(平輸),"2,5,8"
223502351,https://cs-d.ecimg.tw/items/DBCZ6QB900ICQAH/000001_1739347487.jpg,高山茶,DBCZ6Q-B900ICQAH,仁愛農會 五岳霧芽-奇萊山高山茶75gx1盒(0.125斤),"2,5,8"
223502352,https://cs-d.ecimg.tw/items/DBAH1AA73427991/000001_1719482075.jpg,高山茶,DBAH1A-A73427991,MingChi Tea 名池茶業 大禹嶺品級高山茶,"2,5,8"
223502353,https://cs-d.ecimg.tw/items/QFBX0IA900ANCXF/000001_1672806995.jpg,高山茶,QFBX0I-A900ANCXF,豐滿生技 【南紡購物中心】 高山茶花籽油 (250ml/盒),"2,5,8"
223502354,https://cs-d.ecimg.tw/items/DXBV1UA900H2UYP/000001_1704968397.jpg,高山茶,DXBV1U-A900H2UYP,講果語 花果茶語禮盒_花果茶高山茶3入組(阿里山高山生態烏龍茶翡翠香檸綠櫻花梅莓茶),"2,5,8"
223502355,https://cs-d.ecimg.tw/items/QFAFC4A900A5ZU5/000001_1709876912.jpg,高山茶,QFAFC4-A900A5ZU5,仁愛農會 台灣高山茶王立體茶包-4g-包-12包-盒 (2盒一組),"2,5,8"
223502356,https://cs-d.ecimg.tw/items/DBALBEA9009I6PI/000001_1735545057.jpg,高山茶,DBALBE-A9009I6PI,喝茶閒閒 手摘冷霧高山茶(150gx4包),"2,5,8"
223502357,https://cs-d.ecimg.tw/items/DBAF6EA900EOW8L/000001_1647332172.jpg,高山茶,DBAF6E-A900EOW8L,鑫龍源 杉林溪寒露有機茶葉1罐組-(50g/罐)/附提袋/青茶/綠茶類/高山茶葉/烏龍茶葉/有機驗證【有機茶園】,"2,5,8"
223502358,https://cs-d.ecimg.tw/items/DQCE28A900I16B9/000001_1730272045.jpg,單人椅,DQCE28-A900I16B9,IRIS OHYAMA 愛麗思歐雅瑪 木質扶手多段調節躺椅FAC-RHB (懶人椅、休閒躺椅、單人椅、躺椅、多段調節、附抱枕),"2,5,8"
223502359,https://cs-d.ecimg.tw/items/DCBAGMA900GSTAR/000001_1698979265.jpg,單人椅,DCBAGM-A900GSTAR,LOGIS 邏爵 伊姆斯真皮躺椅 沙發椅 皮椅 單人椅 家用椅【AL66】,"2,5,8"
223502360,https://cs-d.ecimg.tw/items/DEDS2SA900FZHTI/000001_1675744062.jpg,單人椅,DEDS2S-A900FZHTI,hoi! 好好生活 布萊恩單人椅,"2,5,8"
223502361,https://cs-d.ecimg.tw/items/DQCBDXA900HTCYX/000001_1726648453.jpg,單人椅,DQCBDX-A900HTCYX,DFhouse 葛倫-1餐桌+4單人椅(1桌4椅),"2,5,8"
223502362,https://cs-d.ecimg.tw/items/DEBQOUA900F4KAB/000001_1654050963.jpg,單人椅,DEBQOU-A900F4KAB,CAPTAIN STAG 鹿牌 日本黑鹿單人椅 UC-1677,"2,5,8"
223502363,https://cs-d.ecimg.tw/items/DQCC30A900H2CN7/000001_1704425674.jpg,單人椅,DQCC30-A900H2CN7,Bernice -彼特藍灰色防潑水布面沙發床/單人椅/一人座沙發-贈抱枕,"2,5,8"
223502364,https://cs-d.ecimg.tw/items/QFAA6ZA9008VQ89/000001_1522055236.jpg,單人椅,QFAA6Z-A9008VQ89,Hampton 漢汀堡 漢妮安得烈單人椅,"2,5,8"
223502365,https://cs-d.ecimg.tw/items/DQCE27A900HJZAI/000001_1718090172.jpg,單人椅,DQCE27-A900HJZAI,Bernice -瑟爾現代風皮革扶手餐椅/休閒單人椅/商務洽談椅/房間椅,"2,5,8"
223502366,https://cs-d.ecimg.tw/items/DEAZ5NA900J4EXW/000001_1754970702.jpg,單人椅,DEAZ5N-A900J4EXW,LASSLEY 蕾絲妮居家 綠色亞藤沙發座墊(二入組) 單人墊 單人椅 薄棉 涼蓆 亞草 草蓆 薄墊 保潔墊 坐墊 涼墊,"2,5,8"
223502367,https://cs-d.ecimg.tw/items/DQCC1YA900GE9XQ/000001_1686138232.jpg,單人椅,DQCC1Y-A900GE9XQ,AS 雅司 --王子可可色單人椅凳-62*50*39CM-不含沙發,"2,5,8"
223502368,https://cs-d.ecimg.tw/items/DSBC0BA900IAMLZ/000001_1742984868.jpg,x3d,DSBC0B-A900IAMLZ,AMD 超微 Ryzen 9 7900X3D 12核/24緒 處理器《4.4GHz/140M/120W/AM5》(代理商貨),"2,5,8"
223502369,https://cs-d.ecimg.tw/items/DSAUH0C900IH53I/000001_1742359008.png,x3d,DSAUH0-C900IH53I,MSI 微星 (DIY)B850平台【粉紅佳人】(R7-9800X3D/B850/32GD5/RTX5070/1TB M.2/750W/DIY自選升級),"2,5,8"
223502370,https://cs-d.ecimg.tw/items/DJBQ2VD900CJ7G8/000001_1641633080.jpg,x3d,DJBQ2V-D900CJ7G8,X3D互动游戏交互设计——可穿戴式交互技术(Kobo/電子書),"2,5,8"
223502371,https://cs-d.ecimg.tw/items/QAAOBQA900A6F2E/000001_1564546055.jpg,x3d,QAAOBQ-A900A6F2E,DR.TOUGH 硬博士 for iPhone Xs/iPhone X 3D曲面滿版玻璃保護貼-黑,"2,5,8"
223502372,https://cs-d.ecimg.tw/items/QFAV7ZA900AMQPM/000001_1608878880.jpg,x3d,QFAV7Z-A900AMQPM,Dr. Air 《Dr.Air 透氣專家》台灣製四季用獨立筒枕 高支撐 彈簧枕 防蹣抗菌 四季通用 天絲x3D雙材質 超釋壓 銀離子(買一送一),"2,5,8"
223502373,https://cs-d.ecimg.tw/items/DYAIAXA900IH04A/000001_1742301967.jpg,x3d,DYAIAX-A900IH04A,GOOVIS 酷睿視 G3X 3D 頭戴顯示器,"2,5,8"
223502374,https://cs-d.ecimg.tw/items/DEBYADA900F02U6/000001_1651829518.jpg,x3d,DEBYAD-A900F02U6,TrakFitness TrakHandle Pro-X 3D 運動握把,"2,5,8"
223502375,https://cs-d.ecimg.tw/items/DSAUR0A900I4ZP5/000001_1733370120.jpg,x3d,DSAUR0-A900I4ZP5,ASUS 華碩 (DIY)獵豹N91C(R7-7800X3D/B650/32G/1TB M.2),"2,5,8"
223502376,https://cs-d.ecimg.tw/items/DSAJ9PA900J0F7X/000001_1751714287.jpg,x3d,DSAJ9P-A900J0F7X,GIGABYTE 技嘉 X870E AORUS PRO ICE 主機板+AMD R9 9900X3D代理盒裝【12核/24緒】,"2,5,8"
223502377,https://cs-d.ecimg.tw/items/DSAUS7A900IHKOG/000001_1742645982.jpg,x3d,DSAUS7-A900IHKOG,ZOTAC (DIY)光劍L0BC(R7 9800X3D/技嘉X870/32G/1TB M.2/RTX 5070),"2,5,8"
223502378,https://cs-d.ecimg.tw/items/DEBJ2XA900HS6DY/000001_1725436102.jpg,薩克斯風,DEBJ2X-A900HS6DY,BTS-01 次中音薩克斯風,"2,5,8"
223502379,https://cs-d.ecimg.tw/items/DMAFE4A900HCGT1/000001_1711606659.jpg,薩克斯風,DMAFE4-A900HCGT1,WEISSENBERG A-500GL中音薩克斯風-清漆管身/原廠公司貨,"2,5,8"
223502380,https://cs-d.ecimg.tw/items/DJBR5KD900IPFVT/000001_1745991624.jpg,薩克斯風,DJBR5K-D900IPFVT,HyRead 書寫基隆:港都薩克斯風(電子書),"2,5,8"
223502381,https://cs-d.ecimg.tw/items/DCAYWCA900IT5HO/000001_1747039219.jpg,薩克斯風,DCAYWC-A900IT5HO,ifive 五元素 UHF無線樂器麥克風 if-UM360(演奏樂器 麥克風 夾式 薩克斯風 低音號 小號 小喇叭 長號 法國號 表演 ),"2,5,8"
